id,rep_count,visibility_score,hour_of_day,day_of_week,month,left_knee_angle,right_knee_angle,knee_angle_mean,left_hip_angle,right_hip_angle,hip_angle_mean,trunk_inclination,left_right_symmetry,label_encoded,phase_encoded
201,31,0.8973,0,6,5,136.82,132.36,126.24,168.97,89.71,168.97,12.06,4.79,1,0
202,31,0.873,0,6,5,136.82,132.36,126.24,55.09,54.88,54.98,27.36,4.79,1,0
203,32,0.9058,0,6,5,136.82,132.36,126.24,174.87,89.71,174.87,16.05,4.79,1,1
204,32,0.8539,0,6,5,136.82,132.36,126.24,171.75,159.37,165.56,4.12,4.79,1,1
205,32,0.8539,0,6,5,136.82,132.36,126.24,171.75,159.37,165.56,4.12,4.79,1,1
206,32,0.9009,0,6,5,136.82,132.36,126.24,88.51,158.23,158.23,8.78,4.79,1,1
207,32,0.7993,0,6,5,136.82,157.6,157.6,158.83,168.16,163.5,9.24,4.79,1,1
208,32,0.8154,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,6.07,4.79,1,1
209,32,0.9871,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,1
210,32,0.9118,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.37,4.79,1,1
211,32,0.8563,0,6,5,136.82,132.36,126.24,139.52,149.28,144.4,7.34,4.79,1,1
212,32,0.8454,0,6,5,136.82,173.69,173.69,170.61,159.33,164.97,8.56,4.79,1,1
213,32,0.8128,0,6,5,161.19,171.13,166.16,111.56,111.52,111.54,15.65,4.99,1,1
214,32,0.8938,0,6,5,136.82,111.36,111.36,88.51,99.85,99.85,9.88,4.79,1,0
215,32,0.8956,0,6,5,136.82,82.34,82.34,88.51,83.0,83.0,5.23,4.79,1,0
216,32,0.9145,0,6,5,136.82,100.33,100.33,88.51,94.56,94.56,12.14,4.79,1,0
217,32,0.9154,0,6,5,136.82,120.85,120.85,88.51,105.68,105.68,12.79,4.79,1,0
218,32,0.9154,0,6,5,136.82,120.85,120.85,88.51,105.68,105.68,12.79,4.79,1,0
219,32,0.9796,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,0
220,33,0.9971,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,25.68,4.79,1,1
221,33,0.9971,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,25.68,4.79,1,1
222,33,0.9971,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,25.68,4.79,1,1
223,33,0.9971,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,25.68,4.79,1,1
224,33,0.9971,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,25.68,4.79,1,1
225,33,0.9971,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,25.68,4.79,1,1
226,35,0.8607,0,6,5,127.57,166.2,146.88,139.12,153.97,146.54,6.42,26.74,1,0
227,38,0.8282,0,6,5,157.68,114.41,136.04,145.71,132.51,139.11,14.92,28.23,1,0
228,40,0.8706,0,6,5,136.82,132.36,126.24,113.42,104.22,108.82,20.09,4.79,1,0
229,40,0.8648,0,6,5,119.42,132.36,119.42,106.36,123.85,115.1,11.52,4.79,1,0
230,41,0.8394,0,6,5,118.22,132.36,118.22,131.85,126.41,129.13,13.65,4.79,1,0
231,41,0.8338,0,6,5,125.57,132.36,125.57,100.1,98.23,99.17,17.51,4.79,1,0
232,42,0.8919,0,6,5,124.9,132.36,124.9,117.04,99.75,108.4,14.54,4.79,1,0
233,42,0.8767,0,6,5,136.82,132.36,126.24,145.78,152.47,149.13,20.24,4.79,1,0
234,42,0.8641,0,6,5,136.82,132.36,126.24,144.56,143.79,144.17,15.89,4.79,1,0
235,42,0.9003,0,6,5,136.82,132.36,126.24,162.03,89.71,162.03,7.15,4.79,1,0
236,42,0.9684,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,5.79,4.79,1,0
237,43,0.8239,0,6,5,174.98,132.36,174.98,172.39,89.71,172.39,9.54,4.79,1,1
238,43,0.9901,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,11.45,4.79,1,1
239,43,0.8429,0,6,5,136.64,132.36,136.64,163.15,143.61,153.38,8.17,4.79,1,0
240,44,0.9307,0,6,5,146.72,132.36,146.72,153.5,89.71,153.5,14.5,4.79,1,1
241,44,0.8631,0,6,5,151.61,132.36,151.61,178.86,172.04,175.45,9.27,4.79,1,1
242,44,0.9052,0,6,5,164.38,132.36,164.38,178.14,89.71,178.14,7.44,4.79,1,1
243,44,0.9031,0,6,5,156.41,132.36,156.41,172.33,89.71,172.33,5.07,4.79,1,1
244,44,0.9458,0,6,5,136.82,132.36,126.24,144.31,89.71,144.31,6.94,4.79,1,0
245,44,0.9837,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,9.43,4.79,1,0
246,44,0.9776,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,6.49,4.79,1,0
247,44,0.9603,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,7.1,4.79,1,0
248,45,0.8027,0,6,5,136.82,166.64,166.64,167.48,168.93,168.21,6.46,4.79,1,1
249,45,0.9579,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,6.22,4.79,1,1
250,48,0.936,0,6,5,136.82,171.9,171.9,79.16,77.7,78.43,6.76,4.79,0,1
251,51,0.8993,0,6,5,136.82,100.41,100.41,81.05,72.97,77.01,6.72,4.79,0,0
252,54,0.9,0,6,5,136.82,47.76,47.76,47.16,38.17,42.66,18.35,4.79,0,0
260,61,0.886,0,6,5,164.56,163.41,163.98,59.9,63.21,61.55,9.03,2.23,0,1
261,61,0.8759,0,6,5,165.88,164.91,165.4,55.5,62.27,58.89,9.04,3.87,0,1
262,61,0.8776,0,6,5,167.04,165.28,166.16,68.11,76.19,72.15,9.05,4.92,0,1
264,61,0.8754,0,6,5,165.5,162.68,164.09,78.18,85.98,82.08,8.96,5.31,0,1
265,61,0.8736,0,6,5,164.92,161.0,162.96,52.75,54.72,53.74,9.0,2.95,0,1
266,61,0.8751,0,6,5,163.22,159.13,161.17,54.17,56.35,55.26,8.94,3.14,0,1
267,61,0.8947,0,6,5,165.27,164.03,164.65,62.67,69.69,66.18,9.16,4.13,0,1
268,61,0.8845,0,6,5,159.54,158.9,159.22,67.51,66.57,67.04,9.14,0.79,0,1
269,61,0.9061,0,6,5,163.07,160.24,161.65,61.34,69.44,65.39,8.98,5.47,0,1
270,61,0.9063,0,6,5,161.8,160.05,160.93,57.79,65.33,61.56,9.28,4.65,0,1
271,61,0.9213,0,6,5,164.12,165.14,164.63,62.28,62.04,62.16,9.41,0.63,0,1
272,61,0.9217,0,6,5,157.11,157.96,157.53,66.83,67.18,67.0,9.33,0.6,0,1
273,61,0.9008,0,6,5,131.82,139.35,135.59,73.92,82.45,78.18,9.16,8.03,0,1
274,62,0.8637,0,6,5,146.87,154.92,150.9,72.31,79.7,76.0,8.96,7.72,0,1
275,62,0.8793,0,6,5,135.24,132.36,135.24,84.56,95.13,89.85,8.24,4.79,0,1
276,62,0.8742,0,6,5,119.21,132.36,119.21,82.85,92.43,87.64,7.81,4.79,0,0
277,63,0.8815,0,6,5,152.9,132.36,152.9,63.8,73.29,68.54,8.46,4.79,0,1
278,63,0.8775,0,6,5,162.25,132.36,162.25,92.12,90.67,91.39,8.42,4.79,0,1
279,63,0.8732,0,6,5,157.78,132.36,157.78,65.77,63.64,64.71,8.29,4.79,0,1
280,63,0.8238,0,6,5,165.27,161.37,163.32,53.97,56.57,55.27,8.23,3.25,0,1
281,63,0.848,0,6,5,165.66,161.35,163.5,69.58,73.62,71.6,8.14,4.18,0,1
253,61,0.8863,0,6,5,140.47,135.82,138.14,74.1,71.97,73.04,7.96,3.39,0,1
254,61,0.8642,0,6,5,162.4,159.15,160.77,59.61,58.8,59.21,8.42,2.03,0,1
255,61,0.8473,0,6,5,162.05,156.9,159.48,73.24,77.25,75.25,8.6,4.58,0,1
256,61,0.8594,0,6,5,163.36,159.69,161.53,86.93,91.35,89.14,8.7,4.04,0,1
257,61,0.8707,0,6,5,162.54,158.78,160.66,72.11,68.09,70.1,8.48,3.89,0,1
258,61,0.8872,0,6,5,163.79,157.58,160.68,65.91,60.83,63.37,8.61,5.64,0,1
259,61,0.8883,0,6,5,157.72,155.89,156.8,68.8,73.74,71.27,8.83,3.39,0,1
263,61,0.883,0,6,5,168.2,167.62,167.91,73.27,86.95,80.11,9.04,7.13,0,1
292,63,0.9299,0,6,5,166.6,160.46,163.53,49.39,47.83,48.61,8.65,3.85,0,1
293,63,0.9402,0,6,5,165.92,163.22,164.57,55.78,64.52,60.15,8.73,5.72,0,1
294,63,0.9468,0,6,5,164.47,161.01,162.74,44.64,47.03,45.84,8.78,2.92,0,1
295,63,0.9376,0,6,5,146.0,147.56,146.78,66.33,67.23,66.78,8.43,1.23,0,1
296,63,0.9193,0,6,5,155.85,153.58,154.71,47.51,49.64,48.58,8.68,2.2,0,1
297,63,0.9333,0,6,5,155.53,150.9,153.21,51.21,58.8,55.0,8.75,6.11,0,1
298,63,0.9383,0,6,5,160.12,158.09,159.11,46.83,54.05,50.44,8.89,4.63,0,1
299,63,0.9442,0,6,5,160.05,157.08,158.56,65.82,64.1,64.96,8.69,2.35,0,1
300,63,0.9343,0,6,5,163.68,159.71,161.7,55.17,54.13,54.65,8.65,2.51,0,1
301,63,0.9153,0,6,5,164.04,159.41,161.72,59.74,60.32,60.03,8.73,2.61,0,1
302,63,0.9246,0,6,5,162.94,161.34,162.14,53.8,57.99,55.89,9.27,2.89,0,1
303,63,0.9374,0,6,5,161.66,162.32,161.99,55.71,65.88,60.8,9.25,5.42,0,1
304,63,0.9417,0,6,5,160.49,157.61,159.05,52.2,56.15,54.17,8.9,3.41,0,1
305,63,0.8962,0,6,5,168.2,164.24,166.22,37.0,35.56,36.28,9.51,2.7,0,1
306,63,0.8821,0,6,5,151.44,144.72,148.08,51.72,45.99,48.86,9.13,6.23,0,1
307,63,0.9033,0,6,5,153.33,147.21,150.27,35.84,33.7,34.77,9.55,4.13,0,1
308,63,0.8646,0,6,5,134.31,132.6,133.45,38.4,35.62,37.01,10.39,2.24,0,1
309,63,0.8665,0,6,5,142.45,140.26,141.36,39.14,37.32,38.23,10.34,2.01,0,1
282,63,0.8635,0,6,5,164.4,163.65,164.03,50.48,54.48,52.48,8.56,2.37,0,1
283,63,0.8739,0,6,5,168.51,165.56,167.04,61.44,62.34,61.89,8.4,1.93,0,1
284,63,0.9059,0,6,5,163.6,160.86,162.23,77.51,82.81,80.16,8.3,4.02,0,1
285,63,0.8995,0,6,5,157.91,157.8,157.85,79.25,81.06,80.16,7.76,0.96,0,1
286,63,0.8939,0,6,5,157.97,155.94,156.96,71.36,76.92,74.14,7.62,3.8,0,1
287,63,0.8979,0,6,5,157.82,153.27,155.54,83.83,81.71,82.77,7.76,3.34,0,1
288,63,0.8974,0,6,5,161.76,157.08,159.42,66.16,72.35,69.26,7.71,5.44,0,1
289,63,0.9246,0,6,5,163.78,161.54,162.66,58.58,52.65,55.62,8.29,4.09,0,1
290,63,0.8909,0,6,5,154.53,152.59,153.56,74.28,75.02,74.65,8.27,1.34,0,1
291,63,0.905,0,6,5,162.84,157.73,160.29,57.98,58.47,58.22,8.94,2.8,0,1
310,63,0.8904,0,6,5,160.23,152.97,156.6,33.38,31.36,32.37,10.53,4.64,0,1
311,63,0.8961,0,6,5,135.27,146.43,140.85,38.85,37.06,37.96,9.82,6.47,0,1
312,63,0.8624,0,6,5,127.35,140.88,134.11,39.03,36.98,38.0,9.55,7.79,0,0
313,64,0.8814,0,6,5,154.0,152.59,153.3,35.43,33.42,34.42,9.96,1.71,0,1
314,64,0.9036,0,6,5,164.04,161.5,162.77,31.54,27.18,29.36,10.43,3.45,0,1
315,64,0.8501,0,6,5,78.35,78.67,78.51,28.12,25.91,27.02,11.88,1.26,0,0
316,66,0.9256,0,6,5,136.82,45.43,45.43,88.51,79.4,79.4,9.73,4.79,0,0
317,66,0.9246,0,6,5,136.82,47.81,47.81,88.51,76.91,76.91,9.61,4.79,0,0
318,66,0.921,0,6,5,136.82,48.42,48.42,88.51,78.78,78.78,9.34,4.79,0,0
319,66,0.9257,0,6,5,136.82,49.04,49.04,88.51,79.31,79.31,8.23,4.79,0,0
320,66,0.923,0,6,5,136.82,48.87,48.87,88.51,80.76,80.76,7.83,4.79,0,0
321,66,0.9271,0,6,5,136.82,51.81,51.81,88.51,78.46,78.46,6.98,4.79,0,0
322,66,0.9273,0,6,5,136.82,56.02,56.02,88.51,78.51,78.51,6.05,4.79,0,0
323,66,0.9365,0,6,5,136.82,54.55,54.55,88.51,81.7,81.7,5.17,4.79,0,0
324,66,0.944,0,6,5,136.82,51.66,51.66,88.51,78.21,78.21,6.02,4.79,0,0
325,66,0.9503,0,6,5,136.82,50.75,50.75,88.51,79.3,79.3,6.64,4.79,0,0
326,66,0.9452,0,6,5,136.82,53.0,53.0,88.51,78.99,78.99,6.78,4.79,0,0
327,66,0.946,0,6,5,136.82,56.12,56.12,88.51,78.97,78.97,6.92,4.79,0,0
328,66,0.9382,0,6,5,136.82,58.09,58.09,88.51,82.27,82.27,6.42,4.79,0,0
329,66,0.9329,0,6,5,136.82,66.33,66.33,88.51,84.96,84.96,5.51,4.79,0,0
330,66,0.9353,0,6,5,136.82,59.69,59.69,88.51,79.24,79.24,4.78,4.79,0,0
331,66,0.9344,0,6,5,136.82,57.36,57.36,88.51,80.64,80.64,4.16,4.79,0,0
332,66,0.9245,0,6,5,136.82,57.44,57.44,88.51,81.14,81.14,4.43,4.79,0,0
333,66,0.9207,0,6,5,136.82,56.85,56.85,88.51,78.87,78.87,4.22,4.79,0,0
334,66,0.9097,0,6,5,136.82,55.21,55.21,88.51,80.48,80.48,5.19,4.79,0,0
335,66,0.9115,0,6,5,136.82,60.58,60.58,88.51,81.48,81.48,5.35,4.79,0,0
336,66,0.9073,0,6,5,136.82,56.87,56.87,88.51,78.19,78.19,5.33,4.79,0,0
337,66,0.8982,0,6,5,136.82,58.37,58.37,88.51,79.07,79.07,5.35,4.79,0,0
338,66,0.9041,0,6,5,136.82,61.18,61.18,88.51,83.66,83.66,5.29,4.79,0,0
339,66,0.9046,0,6,5,136.82,58.06,58.06,88.51,79.14,79.14,6.01,4.79,0,0
340,66,0.9104,0,6,5,136.82,58.02,58.02,88.51,85.26,85.26,5.26,4.79,0,0
341,66,0.9194,0,6,5,136.82,55.39,55.39,88.51,79.13,79.13,6.16,4.79,0,0
342,66,0.9175,0,6,5,136.82,52.11,52.11,88.51,78.28,78.28,5.81,4.79,0,0
343,66,0.9331,0,6,5,136.82,56.41,56.41,88.51,83.27,83.27,5.94,4.79,0,0
344,66,0.9278,0,6,5,136.82,55.9,55.9,88.51,81.44,81.44,5.52,4.79,0,0
345,66,0.9047,0,6,5,136.82,60.66,60.66,88.51,81.4,81.4,5.38,4.79,0,0
346,66,0.9109,0,6,5,136.82,61.31,61.31,88.51,83.66,83.66,5.26,4.79,0,0
347,66,0.9137,0,6,5,136.82,65.4,65.4,88.51,85.9,85.9,4.49,4.79,0,0
348,66,0.9223,0,6,5,136.82,64.11,64.11,88.51,94.65,94.65,4.15,4.79,0,0
349,66,0.9273,0,6,5,136.82,59.97,59.97,88.51,88.89,88.89,3.65,4.79,0,0
350,66,0.9316,0,6,5,136.82,55.23,55.23,88.51,83.63,83.63,3.89,4.79,0,0
351,66,0.9389,0,6,5,136.82,58.14,58.14,88.51,86.05,86.05,2.79,4.79,0,0
352,66,0.9732,0,6,5,136.82,132.36,126.24,89.97,89.71,89.97,8.99,4.79,0,0
353,66,0.9707,0,6,5,136.82,132.36,126.24,93.97,89.71,93.97,7.2,4.79,0,0
354,66,0.9704,0,6,5,136.82,132.36,126.24,92.37,89.71,92.37,7.31,4.79,0,0
355,66,0.9707,0,6,5,136.82,132.36,126.24,82.82,89.71,82.82,8.15,4.79,0,0
356,66,0.9735,0,6,5,136.82,132.36,126.24,85.66,89.71,85.66,7.87,4.79,0,0
357,66,0.9094,0,6,5,66.11,132.36,66.11,60.91,74.06,67.48,5.12,4.79,0,0
358,66,0.8971,0,6,5,58.84,132.36,58.84,62.08,69.29,65.68,4.24,4.79,0,0
359,66,0.9465,0,6,5,58.28,132.36,58.28,67.45,89.71,67.45,4.09,4.79,0,0
360,66,0.9209,0,6,5,55.25,132.36,55.25,76.68,89.71,76.68,3.55,4.79,0,0
361,66,0.906,0,6,5,46.5,132.36,46.5,79.6,89.71,79.6,3.51,4.79,0,0
362,66,0.9053,0,6,5,49.68,132.36,49.68,81.75,89.71,81.75,3.85,4.79,0,0
363,66,0.8994,0,6,5,48.47,132.36,48.47,78.6,89.71,78.6,4.24,4.79,0,0
364,66,0.9776,0,6,5,136.82,132.36,126.24,78.12,89.71,78.12,4.07,4.79,0,0
365,66,0.977,0,6,5,136.82,132.36,126.24,86.04,89.71,86.04,4.39,4.79,0,0
366,66,0.9063,0,6,5,45.29,132.36,45.29,73.45,89.71,73.45,4.73,4.79,0,0
367,66,0.8539,0,6,5,42.16,132.36,42.16,74.1,68.9,71.5,4.42,4.79,0,0
368,66,0.9004,0,6,5,136.82,132.36,126.24,90.43,89.21,89.82,4.94,4.79,0,0
369,66,0.9136,0,6,5,136.82,132.36,126.24,120.53,105.87,113.2,8.56,4.79,0,0
370,66,0.9716,0,6,5,136.82,132.36,126.24,85.17,89.71,85.17,4.8,4.79,0,0
371,66,0.8929,0,6,5,49.7,132.36,49.7,61.91,71.81,66.86,3.22,4.79,0,0
372,66,0.9105,0,6,5,55.98,132.36,55.98,59.37,89.71,59.37,4.04,4.79,0,0
373,66,0.9169,0,6,5,45.19,132.36,45.19,63.32,89.71,63.32,4.04,4.79,0,0
374,66,0.9019,0,6,5,110.13,132.36,110.13,47.77,51.67,49.72,5.55,4.79,0,0
375,66,0.9387,0,6,5,68.91,132.36,68.91,55.23,89.71,55.23,5.29,4.79,0,0
376,66,0.8736,0,6,5,51.69,132.36,51.69,67.66,63.22,65.44,4.59,4.79,0,0
377,66,0.9321,0,6,5,56.16,132.36,56.16,68.67,89.71,68.67,5.06,4.79,0,0
378,66,0.9057,0,6,5,64.47,132.36,64.47,53.09,89.71,53.09,5.01,4.79,0,0
379,66,0.9041,0,6,5,54.67,132.36,54.67,62.81,89.71,62.81,5.53,4.79,0,0
380,67,0.8465,0,6,5,136.82,132.36,126.24,58.57,72.66,65.62,14.43,4.79,0,0
381,67,0.9043,0,6,5,40.53,132.36,40.53,73.99,74.61,74.3,7.73,4.79,0,0
382,67,0.9312,0,6,5,136.82,132.36,126.24,57.61,60.04,58.82,8.34,4.79,0,0
383,68,0.8856,0,6,5,43.69,132.36,43.69,64.53,59.09,61.81,10.54,4.79,0,0
384,68,0.8225,0,6,5,121.64,140.23,130.94,141.45,148.29,144.87,8.47,12.72,0,1
385,68,0.8936,0,6,5,136.82,132.36,126.24,36.01,37.65,36.83,11.63,4.79,0,0
386,72,0.8853,0,6,5,63.33,113.52,88.43,69.97,134.65,102.31,9.36,57.43,0,0
387,72,0.9321,0,6,5,88.6,124.02,106.31,95.37,135.03,115.2,10.86,37.54,0,0
388,73,0.8844,0,6,5,143.92,156.95,150.43,165.48,160.8,163.14,10.19,8.86,0,1
389,73,0.8248,0,6,5,101.85,103.18,102.51,96.58,95.39,95.98,22.25,1.26,0,0
390,73,0.8767,0,6,5,46.21,55.53,50.87,61.62,54.99,58.3,9.61,7.97,0,0
391,75,0.854,0,6,5,51.44,131.47,91.45,55.47,145.6,100.54,10.53,85.08,0,0
392,76,0.9227,0,6,5,111.66,114.57,113.12,104.28,104.78,104.53,11.73,1.71,0,0
393,79,0.9425,0,6,5,126.73,138.4,132.56,116.04,128.51,122.28,6.29,12.07,0,1
394,79,0.9547,0,6,5,125.17,138.62,131.89,149.74,160.16,154.95,8.5,11.93,0,0
395,79,0.9594,0,6,5,47.02,50.52,48.77,70.56,70.91,70.74,9.38,1.93,0,0
396,80,0.8897,0,6,5,170.6,167.66,169.13,45.41,43.32,44.36,9.6,2.51,0,1
399,81,0.9285,0,6,5,58.56,47.32,52.94,44.76,64.12,54.44,12.27,15.3,0,0
400,83,0.8672,0,6,5,157.8,132.36,157.8,114.62,89.71,114.62,16.32,4.79,0,1
401,83,0.8959,0,6,5,66.04,77.7,71.87,90.31,95.83,93.07,9.63,8.59,0,0
408,1,0.9955,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,1
397,81,0.8771,0,6,5,29.11,24.66,26.89,38.81,43.11,40.96,10.57,4.37,0,0
398,81,0.914,0,6,5,37.39,23.03,30.21,27.24,31.63,29.43,11.66,9.37,0,0
402,84,0.901,0,6,5,84.76,91.75,88.26,35.29,37.44,36.37,10.24,4.57,0,0
403,0,0.999,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,1
404,0,0.9992,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,1
405,0,0.9991,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,1
406,0,0.9981,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,1
407,0,0.9969,0,6,5,136.82,132.36,126.24,88.51,89.71,88.85,8.63,4.79,1,1
